91,"Lifetime Advantage™ Folding Chairs, 4/Carton",Grant Carroll,9927
92,Microsoft Natural Multimedia Keyboard,Grant Carroll,9927
93,"Staples Wirebound Steno Books, 6 x 9, 12/Pack",Delfina Latchford,10022
94,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2 x 11",Don Jones,10437
95,Bevis Boat-Shaped Conference Table,Doug Bickford,10499
96,Linden® 12 Wall Clock With Oak Frame,Doug Bickford,10535
97,Newell 326,Doug Bickford,10535
98,Prismacolor Color Pencil Set,Jamie Kunitz,10789
99,Xerox Blank Computer Paper,Anthony Johnson,10791
100,600 Series Flip,Ralph Knight,10945
101,Fellowes Recycled Storage Drawers,Allen Rosenblatt,11137
102,Satellite Sectional Post Binders,Barry Weirich,11202
103,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Doug Bickford,11456
104,Avery 487,Carl Jackson,11460
105,Bevis Round Conference Table Top & Single Column Base,Brendan Dodson,11495
106,"GBC Twin Loop™ Wire Binding Elements, 9/16 Spine, Black",Edward Hooks,11911
107,Hanging Personal Folder File,Jamie Kunitz,11941
108,"Bevis Round Conference Table Top, X-Base",Jamie Kunitz,11941
109,5125,Michelle Lonsdale,12096
110,Electrix Halogen Magnifier Lamp,Michelle Lonsdale,12096
111,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Brendan Dodson,12289
112,Fellowes Black Plastic Comb Bindings,Hunter Glantz,12352
113,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Sylvia Foulston,12419
114,Hon GuestStacker Chair,Eugene Barchas,12485
115,Eldon® Wave Desk Accessories,Jim Radford,12544
116,Sharp AL-1530CS Digital Copier,Carlos Soltero,12704
117,"Tennsco Lockers, Gray",Carlos Soltero,12704
118,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Carlos Soltero,12771
119,Newell 323,Carlos Soltero,12771
120,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Jim Radford,12929
121,Spiral Phone Message Books with Labels by Adams,Jim Radford,12929
122,Crate-A-Files™,Grant Carroll,13280
123,Bell Sonecor JB700 Caller ID,Grant Carroll,13280
124,Holmes 99% HEPA Air Purifier,Skye Norling,13313
125,Xerox 224,Doug Bickford,13346
126,Xerox 1906,Grant Carroll,13702
127,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2 x 11",Muhammed MacIntyre,13795
128,Xerox 188,Muhammed MacIntyre,13795
129,Xerox 1932,Muhammed MacIntyre,13795
130,GBC Linen Binding Covers,Doug Bickford,14116
131,GBC Recycled Grain Textured Covers,Doug Bickford,14116
132,"Sauder Facets Collection Library, Sky Alder Finish",Beth Thompson,14372
133,"Fellowes Basic 104-Key Keyboard, Platinum",Ralph Knight,14726
134,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Carl Jackson,14819
135,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Carl Jackson,14819
136,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Dorothy Badders,15106
137,Panasonic KX-P1150 Dot Matrix Printer,Dorothy Badders,15106
138,Newell 327,Dorothy Badders,15106
139,Xerox 1893,Delfina Latchford,15108
140,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Julia West,15205
141,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Julia West,15205
142,"DAX Copper Panel Document Frame, 5 x 7 Size",Brad Eason,15591
143,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Thomas Seio,15907
144,"Tenex 46 x 60 Computer Anti-Static Chairmat, Rectangular Shaped",Thomas Seio,15907
145,"Wirebound Message Books, 2 7/8 x 5, 3 Forms per Page",Thomas Seio,15907
146,"Memorex Slim 80 Minute CD-R, 10/Pack",Monica Federle,15937
147,Aluminum Document Frame,Monica Federle,15937
148,"Memorex 80 Minute CD-R Spindle, 100/Pack",Michelle Lonsdale,16039
149,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Frank Price,16193
150,Accessory36,Frank Price,16193
151,Xerox 20,Bryan Davis,16423
152,Surelock™ Post Binders,Don Jones,16451
153,Colorific® Watercolor Pencils,Carlos Soltero,16545
154,"*Staples* vLetter Openers, 2/Pack",Carlos Soltero,16545
155,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Nicole Hansen,16547
156,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Nicole Hansen,16547
157,Eldon Econocleat® Chair Mats for Low Pile Carpets,Beth Thompson,16706
158,Prang Drawing Pencil Set,Beth Thompson,16706
159,T39m,Beth Thompson,16706
160,Xerox 1982,Nicole Hansen,16741
161,Xerox 1924,Carlos Soltero,16932
162,Turquoise Lead Holder with Pocket Clip,Carlos Soltero,16932
163,Okidata ML395C Color Dot Matrix Printer,Dorothy Badders,17283
164,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Muhammed MacIntyre,17286
165,Microsoft Internet Keyboard,Muhammed MacIntyre,17409
166,Xerox 1982,Don Miller,17764
167,Global Ergonomic Managers Chair,Sylvia Foulston,18080
168,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Becky Castell,18113
169,Xerox 1971,Dorothy Wardle,18144
170,Eldon Portable Mobile Manager,Dorothy Wardle,18144
171,Accessory6,Dorothy Wardle,18144
172,Durable Pressboard Binders,Ann Chong,18308
173,Fellowes 17-key keypad for PS/2 interface,Ann Chong,18308
174,StarTAC ST7762,Ann Chong,18308
175,Accessory21,Clay Rozendal,18887
176,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Grant Carroll,19010
177,Staples 6 Outlet Surge,Brendan Dodson,19078
178,Recycled Eldon Regeneration Jumbo File,Carlos Daly,19138
179,Verbatim DVD-R 4.7GB authoring disc,Alan Barnes,19655
180,Canon P1-DHIII Palm Printing Calculator,Alan Barnes,19686
181,GBC Binding covers,Alan Barnes,19686
182,Newell 323,Nicole Hansen,20007
183,"Global Stack Chair without Arms, Black",Cari Schnelling,20071
184,Speediset Carbonless Redi-Letter® 7 x 8 1/2,Chad Cunningham,20160
185,GBC Recycled Regency Composition Covers,Bryan Mills,20263
186,Accessory29,Bryan Mills,20263
187,Newell 323,Adrian Hane,21285
188,SANFORD Major Accent™ Highlighters,Adrian Hane,21285
189,Polycom ViaVideo™ Desktop Video Communications Unit,Rick Reed,21383
190,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Heather Kirkland,21607
191,Accessory24,Fred Wasserman,21636
192,Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock,Becky Castell,21889
193,Recycled Steel Personal File for Standard File Folders,Becky Castell,21889
194,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Beth Thompson,22151
195,Accessory39,Claudia Miner,22342
196,Bell Sonecor JB700 Caller ID,Jack Lebron,22469
197,#10- 4 1/8 x 9 1/2 Security-Tint Envelopes,Alan Barnes,22501
198,GBC Standard Plastic Binding Systems Combs,Carlos Soltero,22532
199,Xerox 1930,Clay Rozendal,23264
200,Avery 474,Clay Rozendal,23264
201,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Julia West,23488
202,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Alan Barnes,23584
203,"IBM 80 Minute CD-R Spindle, 50/Pack",Joy Bell,24007
204,"Peel & Seel® Recycled Catalog Envelopes, Brown",Joy Bell,24007
205,Avery 506,Joy Bell,24007
206,Prang Drawing Pencil Set,Jack Lebron,24038
207,TDK 4.7GB DVD+RW,Anthony Johnson,24097
208,U.S. Robotics 56K Internet Call Modem,Anthony Johnson,24097
209,Xerox 190,Anthony Johnson,24097
210,Standard Line™ “While You Were Out” Hardbound Telephone Message Book,Eugene Barchas,24128
211,CF 888,Eugene Barchas,24128
212,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Thomas Seio,24294
213,Dana Halogen Swing-Arm Architect Lamp,Bryan Mills,24387
214,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Bryan Mills,24387
215,Lexmark Z25 Color Inkjet Printer,Eugene Barchas,24515
216,Hon Multipurpose Stacking Arm Chairs,Sylvia Foulston,24743
217,Hon Olson Stacker Stools,Sylvia Foulston,24743
218,Executive Impressions 14 Two-Color Numerals Wall Clock,Carl Ludwig,24871
219,12-1/2 Diameter Round Wall Clock,Julia West,25318
220,Epson DFX5000+ Dot Matrix Printer,Don Jones,25377
221,"Fellowes Basic 104-Key Keyboard, Platinum",Mike Pelletier,25634
222,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Mike Pelletier,25634
223,GBC Standard Therm-A-Bind Covers,Eugene Barchas,25733
224,"80 Minute CD-R Spindle, 100/Pack - Staples",Ann Chong,25767
225,Xerox 1892,Ann Chong,25767
226,Staples Paper Clips,Charles McCrossin,26023
227,"Metal Folding Chairs, Beige, 4/Carton",Annie Cyprus,26051
228,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Annie Cyprus,26051
229,Computer Printout Paper with Letter-Trim Perforations,Carlos Soltero,26116
230,Bush Mission Pointe Library,Doug Bickford,26182
231,Hon Olson Stacker Stools,Carlos Daly,26272
232,Xerox 1929,Fred Wasserman,26370
233,Home/Office Personal File Carts,Fred Wasserman,26370
234,Avery 507,Sylvia Foulston,26499
235,i470,Michelle Lonsdale,26531
236,3M Organizer Strips,Sylvia Foulston,26567
237,"Imation 3.5 IBM Diskettes, 10/Box",Sylvia Foulston,26567
238,"GE 4 Foot Flourescent Tube, 40 Watt",Sylvia Foulston,26567
239,300 Series Non-Flip,Sylvia Foulston,26567
240,Executive Impressions 13 Chairman Wall Clock,Charlotte Melton,26854
241,Micro Innovations 104 Keyboard,Barry French,27109
242,US Robotics 56K V.92 External Faxmodem,Heather Kirkland,27111
243,Fellowes Staxonsteel® Drawer Files,Heather Kirkland,27111
244,Accessory39,Heather Kirkland,27111
245,Telescoping Adjustable Floor Lamp,Henry Goldwyn,27264
246,Canon MP41DH Printing Calculator,Frank Price,27392
247,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jim Radford,27553
248,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,Jim Radford,27553
249,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Ralph Knight,27555
250,Belkin 6 Outlet Metallic Surge Strip,Delfina Latchford,27680
251,Xerox 21,Delfina Latchford,27680
252,GBC DocuBind TL200 Manual Binding Machine,Roy Skaria,27778
253,"Sauder Forest Hills Library, Woodland Oak Finish",Roy Skaria,27778
254,Xerox 1940,Monica Federle,27909
255,Bagged Rubber Bands,Monica Federle,27909
256,Xerox 1897,Charles McCrossin,28003
257,Poly Designer Cover & Back,Don Miller,28035
258,Bionaire Personal Warm Mist Humidifier/Vaporizer,Jeremy Lonsdale,28135
259,Acme® 8 Straight Scissors,Jeremy Lonsdale,28135
260,Heavy-Duty E-Z-D® Binders,Grant Carroll,28165
261,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Carl Ludwig,28289
262,Deluxe Rollaway Locking File with Drawer,Carlos Daly,28486
263,252,Ralph Knight,28675
264,6160,Cindy Schnelling,28870
265,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Claudia Miner,28871
266,Prismacolor Color Pencil Set,Roy Skaria,29030
267,Wilson Jones DublLock® D-Ring Binders,Delfina Latchford,29095
268,Binder Posts,Edward Hooks,29287
269,Epson LQ-570e Dot Matrix Printer,Edward Hooks,29287
270,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Don Miller,29510
271,Fellowes PB300 Plastic Comb Binding Machine,Grant Carroll,29795
272,Rush Hierlooms Collection Rich Wood Bookcases,Grant Carroll,29795
273,Avery 481,Brad Eason,29861
274,Sharp AL-1530CS Digital Copier,Charles McCrossin,30658
275,"SAFCO Commercial Wire Shelving, Black",Charles McCrossin,30658
276,Avery Trapezoid Extra Heavy Duty 4 Binders,Charles McCrossin,30947
277,Self-Adhesive Address Labels for Typewriters by Universal,Charles McCrossin,30947
278,StarTAC Series,Bryan Mills,31077
279,"Rediform Wirebound Phone Memo Message Book, 11 x 5-3/4",Monica Federle,31111
280,Dana Halogen Swing-Arm Architect Lamp,Michelle Lonsdale,31169
281,Global Comet™ Stacking Armless Chair,Michelle Lonsdale,31270
282,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,Michelle Lonsdale,31270
283,"Fellowes Internet Keyboard, Platinum",Michelle Lonsdale,31270
284,Deluxe Rollaway Locking File with Drawer,Beth Thompson,31364
285,Luxo Economy Swing Arm Lamp,Cindy Schnelling,31393
286,"*Staples* vLetter Openers, 2/Pack",Cindy Schnelling,31393
287,Staples 6 Outlet Surge,Nicole Hansen,31492
288,Acco Perma® 2700 Stacking Storage Drawers,Nicole Hansen,31492
289,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Nicole Hansen,31492
290,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Cari Schnelling,31558
291,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Cari Schnelling,31558
292,Lock-Up Easel 'Spel-Binder',Roy Skaria,31618
293,"Adams Write n' Stick Phone Message Book, 11 X 5 1/4, 200 Messages",Susan Vittorini,31684
294,"Tenex File Box, Personal Filing Tote with Lid, Black",Susan Vittorini,31684
295,Fellowes Black Plastic Comb Bindings,Sylvia Foulston,31781
296,Assorted Color Push Pins,Sylvia Foulston,31781
297,HP Office Paper (20Lb. and 87 Bright),Chad Cunningham,32193
298,Staples Vinyl Coated Paper Clips,Chad Cunningham,32193
299,Canon MP41DH Printing Calculator,Carlos Daly,32229
300,Newell 310,Carlos Daly,32229
301,Kensington 7 Outlet MasterPiece Power Center,Grant Carroll,32743
302,"DAX Metal Frame, Desktop, Stepped-Edge",Julia West,32806
303,Bush Mission Pointe Library,Roy Skaria,33123
304,Accessory21,Cindy Schnelling,33159
305,8860,Don Jones,33186
306,Array® Memo Cubes,Beth Thompson,33377
307,"Fiskars 8 Scissors, 2/Pack",Beth Thompson,33377
308,12 Colored Short Pencils,Alan Barnes,33444
309,Pizazz® Global Quick File™,Alan Barnes,33444
310,Imation 5.2GB DVD-RAM,Carl Ludwig,33703
311,Acco Perma® 2700 Stacking Storage Drawers,Carl Ludwig,33703
312,Portable Personal File Box,Carl Ludwig,33703
313,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Jamie Kunitz,33734
314,Ibico Covers for Plastic or Wire Binding Elements,Heather Kirkland,33888
315,Hanging Personal Folder File,Heather Kirkland,33888
316,Tennsco Double-Tier Lockers,Heather Kirkland,33888
317,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 600 Sets per Book",Doug Bickford,33894
318,"Acme Design Line 8 Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8 Cut",Doug Bickford,33894
319,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Doug Bickford,33894
320,PC Concepts 116 Key Quantum 3000 Keyboard,Doug Bickford,33894
321,Epson Stylus 1520 Color Inkjet Printer,Carlos Daly,33922
322,Avery 494,Toby Braunhardt,34177
323,Self-Adhesive Address Labels for Typewriters by Universal,Toby Braunhardt,34177
324,Accessory37,Toby Braunhardt,34177
325,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Cari Schnelling,34215
326,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Thomas Seio,34246
327,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Thomas Seio,34246
328,"Peel & Seel® Recycled Catalog Envelopes, Brown",Thomas Seio,34246
329,Cardinal Poly Pocket Divider Pockets for Ring Binders,Brendan Dodson,34631
330,Canon PC1060 Personal Laser Copier,Brendan Dodson,34631
331,Sterling Rubber Bands by Alliance,Charlotte Melton,35047
332,Newell 312,Beth Thompson,35266
333,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Beth Thompson,35266
334,"Imation 3.5 DS/HD IBM Formatted Diskettes, 50/Pack",Eugene Barchas,35847
335,"Avery Flip-Chart Easel Binder, Black",Michelle Lonsdale,36001
336,GBC Binding covers,Michelle Lonsdale,36001
337,R280,Grant Carroll,36134
338,Accessory9,Beth Paige,36135
339,U.S. Robotics 56K Internet Call Modem,Dorothy Wardle,36644
340,Tennsco Industrial Shelving,Muhammed MacIntyre,36646
341,Staples Bulldog Clip,Charlotte Melton,36707
342,"Micro Innovations Micro 3000 Keyboard, Black",Muhammed MacIntyre,37253
343,"Fellowes Basic 104-Key Keyboard, Platinum",Claudia Miner,37541
344,Xerox 1882,Claudia Miner,37541
345,Carina Double Wide Media Storage Towers in Natural & Black,Claudia Miner,37541
346,Portable Personal File Box,Brendan Dodson,37634
347,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8 Cut, 8L",Dorothy Wardle,37793
348,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Mike Pelletier,37860
349,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Edward Hooks,38884
350,Hon 94000 Series Round Tables,Edward Hooks,38884
351,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Jamie Kunitz,39364
352,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Jamie Kunitz,39364
353,"Global High-Back Leather Tilter, Burgundy",Julia West,39457
354,Poly Designer Cover & Back,Jeremy Lonsdale,39683
355,"Lifetime Advantage™ Folding Chairs, 4/Carton",Jeremy Lonsdale,39683
356,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Jeremy Lonsdale,39683
357,Stockwell Push Pins,Jeremy Lonsdale,39683
358,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Cindy Schnelling,39846
359,8260,Heather Kirkland,40036
360,3390,Alan Barnes,40067
361,"Global Deluxe Stacking Chair, Gray",Hunter Glantz,40132
362,Bevis 36 x 72 Conference Tables,Hunter Glantz,40132
363,"Avery Flip-Chart Easel Binder, Black",Hunter Glantz,40132
364,Howard Miller 16 Diameter Gallery Wall Clock,Julia West,40160
365,"ACCOHIDE® 3-Ring Binder, Blue, 1",Carlos Daly,40518
366,"Global High-Back Leather Tilter, Burgundy",Barry French,40804
367,"Wilson Jones Hanging View Binder, White, 1",Susan Vittorini,40902
368,Boston 1730 StandUp Electric Pencil Sharpener,Carl Jackson,41063
369,Accessory31,Carl Jackson,41063
370,Accessory8,Carl Jackson,41063
371,Fellowes 17-key keypad for PS/2 interface,Alan Barnes,41153
372,Hanging Personal Folder File,Charlotte Melton,41184
373,Ibico Covers for Plastic or Wire Binding Elements,Beth Thompson,41409
374,Hoover Portapower™ Portable Vacuum,Bryan Mills,41696
375,Fellowes Command Center 5-outlet power strip,Alan Barnes,42209
376,SAFCO Arco Folding Chair,Alan Barnes,42209
377,Accessory12,Beth Paige,42561
378,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Mike Pelletier,42564
379,3390,Delfina Latchford,42695
380,GBC DocuBind TL300 Electric Binding System,Susan Vittorini,42981
381,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Dorothy Wardle,43109
382,Microsoft Internet Keyboard,Dorothy Wardle,43109
383,TDK 4.7GB DVD-R,Dorothy Wardle,43109
384,Xerox 1977,Susan Vittorini,43203
385,DAX Solid Wood Frames,Jamie Kunitz,43236
386,Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room,Fred Wasserman,43267
387,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Doug Bickford,43329
388,8260,Fred Wasserman,43330
389,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Susan Vittorini,43364
390,Multimedia Mailers,Doug Bickford,43392
391,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Claudia Miner,43781
392,"Avery Trapezoid Ring Binder, 3 Capacity, Black, 1040 sheets",Claudia Miner,43781
393,"DXL™ Angle-View Binders with Locking Rings, Black",Frank Price,44071
394,8260,Frank Price,44071
395,Newell® 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Dorothy Wardle,44519
396,Laser & Ink Jet Business Envelopes,Dorothy Wardle,44519
397,Okidata ML390 Turbo Dot Matrix Printers,Dorothy Wardle,44519
398,"Eldon Regeneration Recycled Desk Accessories, Smoke",Allen Rosenblatt,44708
399,Accessory36,Dorothy Wardle,44772
400,Linden® 12 Wall Clock With Oak Frame,Julia West,44839
401,2160i,Ralph Knight,45217
402,Global Deluxe High-Back Office Chair in Storm,Michelle Lonsdale,45440
403,Howard Miller 16 Diameter Gallery Wall Clock,Charlotte Melton,45766
404,Canon MP100DHII Printing Calculator,Charlotte Melton,45766
405,Accessory21,Allen Rosenblatt,45861
406,Verbatim DVD-R 4.7GB authoring disc,Neola Schneider,45957
407,"Rediform Wirebound Phone Memo Message Book, 11 x 5-3/4",Neola Schneider,45957
408,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro® Back, 8-1/2x11, 25/Bx",Joy Bell,46912
409,Avery 51,Monica Federle,46980
410,SANFORD Liquid Accent™ Tank-Style Highlighters,Jamie Kunitz,47460
411,Avery Poly Binder Pockets,Susan Vittorini,47462
412,"Dixon My First Ticonderoga Pencil, #2",Susan Vittorini,47462
413,Acco® Hot Clips™ Clips to Go,Susan Vittorini,47462
414,Fiskars® Softgrip Scissors,Charles McCrossin,47620
415,Elite 5 Scissors,Cari Schnelling,47749
416,Eldon Wave Desk Accessories,Doug Bickford,47873
417,Avery 478,Don Miller,47943
418,Boston 16701 Slimline Battery Pencil Sharpener,Don Miller,47943
419,Xerox 1982,Fred Wasserman,48101
420,"Soundgear Copyboard Conference Phone, Optional Battery",Bryan Mills,48295
